# Measured flexural accelerances (m/(s^2N)) at four locations along the axis, measured at two points across the diameter of the beam
# to demonstrate that the response of the system does not follow the fundamental beam theories 
# at larger diameters and/or high frequencies 
# frequency, at 0.3 m (1), at 0.3 m (2), at 0.8 m (1), at 0.8 m (2), at 1.4 m (1), at 1.4 m (2), at 2.0 m (1), at 2.0 m (2)
0.000000e+00+0.000000e+00j,-1.213300e+00+1.485864e-16j,-5.170800e-01+6.332404e-17j,-4.716200e-01+5.775679e-17j,-6.023800e-02+7.377027e-18j,-8.020600e-01+9.822402e-17j,-8.976800e-01+1.099341e-16j,-2.615100e+00+3.202574e-16j,1.374000e+00+0.000000e+00j
2.080500e+03+0.000000e+00j,-1.149026e-01-7.390142e-03j,-1.625640e-01+8.946439e-03j,6.354501e-02+1.037868e-02j,-5.618103e-02-5.132648e-03j,2.211499e-01-4.748310e-02j,-2.364620e-01-1.226830e-02j,4.594301e-01-1.285872e-02j,-4.718308e-01+3.266263e-02j
2.081300e+03+0.000000e+00j,-1.144500e-01-7.100315e-03j,-1.627830e-01+9.500037e-03j,6.268969e-02+1.042138e-02j,-5.527170e-02-5.039846e-03j,2.181573e-01-4.848416e-02j,-2.339208e-01-1.529097e-02j,4.610869e-01-1.263610e-02j,-4.730479e-01+3.274688e-02j
2.082000e+03+0.000000e+00j,-1.140354e-01-6.834870e-03j,-1.626825e-01+1.000709e-02j,6.174889e-02+1.015903e-02j,-5.442590e-02-4.694654e-03j,2.184336e-01-5.012027e-02j,-2.350922e-01-1.499672e-02j,4.624241e-01-1.200885e-02j,-4.735709e-01+3.286614e-02j
2.082800e+03+0.000000e+00j,-1.132262e-01-6.627723e-03j,-1.627790e-01+9.043760e-03j,6.059136e-02+1.009767e-02j,-5.350526e-02-4.474154e-03j,2.198441e-01-4.779713e-02j,-2.370925e-01-1.167872e-02j,4.638626e-01-1.318534e-02j,-4.754149e-01+3.316087e-02j
2.083600e+03+0.000000e+00j,-1.126226e-01-6.671289e-03j,-1.633336e-01+9.331955e-03j,5.988002e-02+1.005884e-02j,-5.306250e-02-4.651699e-03j,2.189953e-01-5.305337e-02j,-2.352120e-01-1.080433e-02j,4.628649e-01-1.309149e-02j,-4.741593e-01+3.390498e-02j
2.084400e+03+0.000000e+00j,-1.119683e-01-6.554095e-03j,-1.637041e-01+1.001257e-02j,5.893661e-02+9.898139e-03j,-5.220977e-02-4.576945e-03j,2.204077e-01-5.045985e-02j,-2.338676e-01-1.209277e-02j,4.615294e-01-1.394378e-02j,-4.745338e-01+3.509740e-02j
2.085200e+03+0.000000e+00j,-1.117411e-01-6.325554e-03j,-1.644184e-01+9.278776e-03j,5.814657e-02+9.515405e-03j,-5.169507e-02-4.231942e-03j,2.209010e-01-5.222285e-02j,-2.339007e-01-1.013052e-02j,4.624640e-01-1.413602e-02j,-4.743832e-01+3.616867e-02j
2.085900e+03+0.000000e+00j,-1.108280e-01-6.526165e-03j,-1.639166e-01+1.014044e-02j,5.731880e-02+9.979198e-03j,-5.082985e-02-4.259368e-03j,2.166424e-01-5.045413e-02j,-2.327333e-01-1.195266e-02j,4.621524e-01-1.418220e-02j,-4.750050e-01+3.629947e-02j
2.086700e+03+0.000000e+00j,-1.105263e-01-6.198731e-03j,-1.646359e-01+1.001188e-02j,5.700714e-02+9.455565e-03j,-5.054238e-02-4.288583e-03j,2.183636e-01-5.298508e-02j,-2.323886e-01-1.014631e-02j,4.643962e-01-1.787196e-02j,-4.771071e-01+3.914151e-02j
2.087500e+03+0.000000e+00j,-1.103010e-01-6.108849e-03j,-1.646294e-01+9.953805e-03j,5.618058e-02+9.390620e-03j,-4.979627e-02-4.199015e-03j,2.122715e-01-4.920580e-02j,-2.327581e-01-1.333923e-02j,4.629446e-01-1.889403e-02j,-4.768259e-01+4.163300e-02j
2.088300e+03+0.000000e+00j,-1.095789e-01-6.126410e-03j,-1.648557e-01+1.066074e-02j,5.554222e-02+9.357772e-03j,-4.902320e-02-3.961536e-03j,2.190957e-01-5.319106e-02j,-2.334449e-01-1.133568e-02j,4.668312e-01-1.752505e-02j,-4.796877e-01+3.960609e-02j
2.089100e+03+0.000000e+00j,-1.091272e-01-5.776413e-03j,-1.650839e-01+1.084911e-02j,5.451807e-02+9.502377e-03j,-4.851341e-02-4.449217e-03j,2.122129e-01-5.340658e-02j,-2.302403e-01-1.093841e-02j,4.657423e-01-1.925005e-02j,-4.794114e-01+4.202737e-02j
2.089800e+03+0.000000e+00j,-1.088006e-01-5.892427e-03j,-1.657893e-01+1.063395e-02j,5.416579e-02+9.344958e-03j,-4.811638e-02-4.091193e-03j,2.156677e-01-5.544226e-02j,-2.309428e-01-1.068901e-02j,4.686729e-01-1.953915e-02j,-4.815174e-01+4.170393e-02j
2.090600e+03+0.000000e+00j,-1.082624e-01-5.654846e-03j,-1.651860e-01+1.097164e-02j,5.307377e-02+9.163330e-03j,-4.728236e-02-3.937171e-03j,2.128821e-01-4.765111e-02j,-2.307689e-01-9.873826e-03j,4.670756e-01-2.171300e-02j,-4.809163e-01+4.427464e-02j
2.091400e+03+0.000000e+00j,-1.076033e-01-5.620419e-03j,-1.662257e-01+1.101156e-02j,5.263388e-02+9.270165e-03j,-4.654927e-02-3.835226e-03j,2.145434e-01-5.531694e-02j,-2.299931e-01-1.128878e-02j,4.675897e-01-2.006546e-02j,-4.809670e-01+4.394071e-02j
2.092200e+03+0.000000e+00j,-1.071655e-01-5.166277e-03j,-1.665868e-01+1.100628e-02j,5.169646e-02+8.970605e-03j,-4.620105e-02-3.546866e-03j,2.164369e-01-5.357876e-02j,-2.317010e-01-1.007577e-02j,4.676325e-01-2.304612e-02j,-4.815192e-01+4.619539e-02j
2.093000e+03+0.000000e+00j,-1.066616e-01-5.235283e-03j,-1.671300e-01+1.127657e-02j,5.091892e-02+9.225997e-03j,-4.513955e-02-3.576342e-03j,2.158439e-01-5.144515e-02j,-2.336550e-01-9.547944e-03j,4.726378e-01-2.264455e-02j,-4.854717e-01+4.708770e-02j
2.093800e+03+0.000000e+00j,-1.064478e-01-4.889617e-03j,-1.665385e-01+1.199606e-02j,5.012614e-02+8.927922e-03j,-4.492147e-02-3.543286e-03j,2.133577e-01-5.434454e-02j,-2.306836e-01-7.330127e-03j,4.708520e-01-2.413165e-02j,-4.851065e-01+4.824905e-02j
2.094500e+03+0.000000e+00j,-1.059805e-01-5.034989e-03j,-1.675389e-01+1.115729e-02j,4.952168e-02+8.808671e-03j,-4.471333e-02-3.793981e-03j,2.121493e-01-5.353627e-02j,-2.297677e-01-1.055425e-02j,4.702482e-01-2.299404e-02j,-4.840962e-01+4.900198e-02j
2.095300e+03+0.000000e+00j,-1.056817e-01-4.558725e-03j,-1.670858e-01+1.177170e-02j,4.877121e-02+8.636548e-03j,-4.351660e-02-3.485974e-03j,2.111035e-01-5.598097e-02j,-2.289722e-01-9.756917e-03j,4.729109e-01-2.715690e-02j,-4.867855e-01+5.090554e-02j
2.096100e+03+0.000000e+00j,-1.046172e-01-4.860423e-03j,-1.669375e-01+1.243490e-02j,4.767337e-02+9.263311e-03j,-4.283352e-02-3.664598e-03j,2.114874e-01-5.263957e-02j,-2.293854e-01-1.037621e-02j,4.720717e-01-2.711863e-02j,-4.878222e-01+5.213315e-02j
2.096900e+03+0.000000e+00j,-1.035443e-01-3.959673e-03j,-1.677160e-01+1.193377e-02j,4.784384e-02+8.448214e-03j,-4.256086e-02-3.431842e-03j,2.094701e-01-5.412584e-02j,-2.289005e-01-1.151550e-02j,4.736368e-01-2.636514e-02j,-4.884121e-01+5.254109e-02j
2.097700e+03+0.000000e+00j,-1.040528e-01-4.725009e-03j,-1.690726e-01+1.244558e-02j,4.675340e-02+8.445122e-03j,-4.184653e-02-3.344841e-03j,2.115655e-01-5.428931e-02j,-2.295629e-01-9.019550e-03j,4.769240e-01-2.739237e-02j,-4.912640e-01+5.163393e-02j
2.098400e+03+0.000000e+00j,-1.034226e-01-4.714481e-03j,-1.683070e-01+1.289142e-02j,4.621759e-02+8.762984e-03j,-4.166041e-02-3.198280e-03j,2.129892e-01-5.698265e-02j,-2.273180e-01-6.468684e-03j,4.797805e-01-2.856304e-02j,-4.931121e-01+5.409166e-02j
2.099200e+03+0.000000e+00j,-1.027241e-01-4.664676e-03j,-1.685144e-01+1.184278e-02j,4.549897e-02+8.793844e-03j,-4.107556e-02-3.506975e-03j,2.087359e-01-5.865337e-02j,-2.277335e-01-1.038115e-02j,4.785100e-01-3.171633e-02j,-4.937939e-01+5.826958e-02j
2.100000e+03+0.000000e+00j,-1.023494e-01-4.307605e-03j,-1.683424e-01+1.242137e-02j,4.479013e-02+8.598469e-03j,-4.020035e-02-3.206198e-03j,2.131698e-01-5.279369e-02j,-2.282775e-01-9.128668e-03j,4.796744e-01-2.948940e-02j,-4.943519e-01+5.728590e-02j
2.100800e+03+0.000000e+00j,-1.021248e-01-4.173168e-03j,-1.686805e-01+1.259433e-02j,4.436998e-02+8.601347e-03j,-3.972529e-02-3.007878e-03j,2.108163e-01-5.751070e-02j,-2.287292e-01-8.307171e-03j,4.818311e-01-3.314789e-02j,-4.966875e-01+5.992989e-02j
2.101600e+03+0.000000e+00j,-1.016078e-01-4.329691e-03j,-1.688819e-01+1.361758e-02j,4.358529e-02+8.450809e-03j,-3.940608e-02-3.440655e-03j,2.096236e-01-5.563160e-02j,-2.271615e-01-8.488439e-03j,4.840683e-01-3.222900e-02j,-4.986012e-01+6.051398e-02j
2.102300e+03+0.000000e+00j,-1.009828e-01-3.949972e-03j,-1.688525e-01+1.322968e-02j,4.287300e-02+8.482084e-03j,-3.867621e-02-3.349723e-03j,2.078191e-01-5.728583e-02j,-2.280596e-01-8.003869e-03j,4.832638e-01-3.315747e-02j,-4.971907e-01+6.166402e-02j
2.103100e+03+0.000000e+00j,-1.005753e-01-4.127436e-03j,-1.696177e-01+1.293226e-02j,4.237745e-02+8.638736e-03j,-3.812605e-02-3.463033e-03j,2.070443e-01-5.893907e-02j,-2.291186e-01-7.760781e-03j,4.857905e-01-3.415893e-02j,-5.010839e-01+6.427923e-02j
2.103900e+03+0.000000e+00j,-9.991228e-02-4.187565e-03j,-1.694018e-01+1.273739e-02j,4.174660e-02+8.712195e-03j,-3.785081e-02-3.018809e-03j,2.139090e-01-5.505383e-02j,-2.303468e-01-8.124392e-03j,4.884883e-01-3.554749e-02j,-5.032944e-01+6.527721e-02j
2.104700e+03+0.000000e+00j,-9.982769e-02-3.555839e-03j,-1.698395e-01+1.265106e-02j,4.095001e-02+8.871663e-03j,-3.734058e-02-3.135576e-03j,2.093413e-01-5.683754e-02j,-2.275738e-01-6.953009e-03j,4.894525e-01-3.566316e-02j,-5.023250e-01+6.559727e-02j
2.105500e+03+0.000000e+00j,-9.933705e-02-3.781419e-03j,-1.695758e-01+1.269094e-02j,4.033122e-02+8.532944e-03j,-3.709951e-02-3.422026e-03j,2.078064e-01-6.009027e-02j,-2.287901e-01-7.709679e-03j,4.926285e-01-3.691987e-02j,-5.061902e-01+6.565279e-02j
2.106300e+03+0.000000e+00j,-9.895860e-02-3.939990e-03j,-1.708546e-01+1.353657e-02j,3.975604e-02+8.549814e-03j,-3.639346e-02-2.864228e-03j,2.081046e-01-6.156437e-02j,-2.298276e-01-6.861272e-03j,4.926536e-01-3.931778e-02j,-5.079510e-01+6.940000e-02j
2.107000e+03+0.000000e+00j,-9.847967e-02-3.748781e-03j,-1.699568e-01+1.421193e-02j,3.927266e-02+8.570722e-03j,-3.549686e-02-3.030673e-03j,2.092833e-01-5.818103e-02j,-2.297081e-01-9.868605e-03j,4.930057e-01-3.867052e-02j,-5.082921e-01+7.152627e-02j
2.107800e+03+0.000000e+00j,-9.830749e-02-3.828144e-03j,-1.707877e-01+1.362125e-02j,3.862169e-02+8.415947e-03j,-3.512690e-02-3.060850e-03j,2.083152e-01-5.878237e-02j,-2.266275e-01-9.815514e-03j,4.980337e-01-3.940252e-02j,-5.135767e-01+7.062523e-02j
2.108600e+03+0.000000e+00j,-9.782073e-02-3.655309e-03j,-1.713146e-01+1.417493e-02j,3.787254e-02+8.749136e-03j,-3.445518e-02-3.384431e-03j,2.045306e-01-5.790717e-02j,-2.274922e-01-7.626192e-03j,4.989514e-01-3.870058e-02j,-5.120934e-01+7.105883e-02j
2.109400e+03+0.000000e+00j,-9.728000e-02-3.584097e-03j,-1.711631e-01+1.344077e-02j,3.732041e-02+8.593457e-03j,-3.420894e-02-3.239720e-03j,2.065991e-01-5.972944e-02j,-2.293444e-01-8.449759e-03j,5.009333e-01-4.002784e-02j,-5.147331e-01+7.325737e-02j
2.110200e+03+0.000000e+00j,-9.707110e-02-3.813934e-03j,-1.717676e-01+1.391062e-02j,3.658883e-02+8.481508e-03j,-3.363950e-02-3.411044e-03j,2.065582e-01-5.951062e-02j,-2.284945e-01-8.697997e-03j,5.024585e-01-4.270488e-02j,-5.168557e-01+7.549323e-02j
2.110900e+03+0.000000e+00j,-9.637161e-02-3.550629e-03j,-1.718900e-01+1.449443e-02j,3.602961e-02+8.643958e-03j,-3.318343e-02-3.288751e-03j,2.089707e-01-5.973198e-02j,-2.306397e-01-7.449621e-03j,5.035843e-01-4.303695e-02j,-5.188288e-01+7.920663e-02j
2.111700e+03+0.000000e+00j,-9.601209e-02-4.511021e-03j,-1.718596e-01+1.473357e-02j,3.598808e-02+7.979025e-03j,-3.259588e-02-2.937779e-03j,2.093224e-01-6.064345e-02j,-2.298188e-01-6.820863e-03j,5.068992e-01-4.508172e-02j,-5.205923e-01+7.891807e-02j
2.112500e+03+0.000000e+00j,-9.527512e-02-3.926581e-03j,-1.723608e-01+1.450384e-02j,3.561033e-02+8.256651e-03j,-3.200813e-02-3.398083e-03j,2.031803e-01-5.727980e-02j,-2.285776e-01-9.620207e-03j,5.077892e-01-4.292229e-02j,-5.209700e-01+7.916137e-02j
2.113300e+03+0.000000e+00j,-9.499092e-02-3.084786e-03j,-1.717320e-01+1.538710e-02j,3.436823e-02+8.852400e-03j,-3.156661e-02-3.351210e-03j,2.059358e-01-6.152522e-02j,-2.285760e-01-9.420319e-03j,5.137131e-01-4.657347e-02j,-5.274436e-01+8.297276e-02j
2.114100e+03+0.000000e+00j,-9.481128e-02-3.393725e-03j,-1.727747e-01+1.517660e-02j,3.385820e-02+8.610840e-03j,-3.151267e-02-3.328798e-03j,2.022320e-01-6.310829e-02j,-2.268611e-01-8.754779e-03j,5.129371e-01-4.704473e-02j,-5.275971e-01+8.309126e-02j
2.114800e+03+0.000000e+00j,-9.445839e-02-3.183021e-03j,-1.724866e-01+1.603146e-02j,3.301870e-02+8.740566e-03j,-3.044932e-02-3.275596e-03j,2.050867e-01-6.396380e-02j,-2.311643e-01-6.295497e-03j,5.180035e-01-4.915001e-02j,-5.308008e-01+8.673172e-02j
2.115600e+03+0.000000e+00j,-9.389365e-02-2.950727e-03j,-1.738280e-01+1.529970e-02j,3.268198e-02+8.605668e-03j,-2.999518e-02-3.316797e-03j,2.069910e-01-6.204516e-02j,-2.300427e-01-7.028439e-03j,5.202149e-01-4.955681e-02j,-5.338582e-01+8.847539e-02j
2.116400e+03+0.000000e+00j,-9.362286e-02-3.154866e-03j,-1.731366e-01+1.505614e-02j,3.205569e-02+8.801324e-03j,-2.970065e-02-3.394465e-03j,2.064563e-01-6.039944e-02j,-2.323675e-01-9.210982e-03j,5.227507e-01-4.950931e-02j,-5.348343e-01+8.796591e-02j
2.117200e+03+0.000000e+00j,-9.312637e-02-3.219498e-03j,-1.728662e-01+1.469830e-02j,3.130436e-02+8.704420e-03j,-2.899232e-02-3.277631e-03j,2.047631e-01-6.184892e-02j,-2.308263e-01-8.423677e-03j,5.254229e-01-5.280819e-02j,-5.366247e-01+9.327001e-02j
2.118000e+03+0.000000e+00j,-9.289463e-02-2.935561e-03j,-1.732451e-01+1.564459e-02j,3.080463e-02+8.741807e-03j,-2.806536e-02-3.485777e-03j,2.048425e-01-6.102728e-02j,-2.306971e-01-7.532087e-03j,5.296336e-01-5.371043e-02j,-5.413634e-01+9.467777e-02j
2.118800e+03+0.000000e+00j,-9.254427e-02-3.183203e-03j,-1.736886e-01+1.617376e-02j,3.015978e-02+8.883941e-03j,-2.808141e-02-2.921747e-03j,2.052570e-01-6.043768e-02j,-2.324540e-01-8.239337e-03j,5.321220e-01-5.355279e-02j,-5.426563e-01+9.529438e-02j
2.119500e+03+0.000000e+00j,-9.166001e-02-2.496257e-03j,-1.737026e-01+1.602218e-02j,2.985137e-02+9.135596e-03j,-2.803687e-02-3.745898e-03j,2.020517e-01-6.552194e-02j,-2.319741e-01-8.506104e-03j,5.329223e-01-5.555352e-02j,-5.452263e-01+1.006580e-01j
2.120300e+03+0.000000e+00j,-9.168350e-02-3.073494e-03j,-1.737865e-01+1.554061e-02j,2.903028e-02+8.954735e-03j,-2.734844e-02-3.367656e-03j,2.098203e-01-6.551247e-02j,-2.338320e-01-6.041428e-03j,5.397782e-01-5.869491e-02j,-5.494469e-01+9.886110e-02j
2.121100e+03+0.000000e+00j,-9.130942e-02-2.885466e-03j,-1.742431e-01+1.604136e-02j,2.849675e-02+8.875748e-03j,-2.645820e-02-3.417538e-03j,2.067924e-01-6.514189e-02j,-2.327763e-01-6.949302e-03j,5.427959e-01-5.934132e-02j,-5.533353e-01+1.030542e-01j
2.121900e+03+0.000000e+00j,-9.098806e-02-2.795832e-03j,-1.747236e-01+1.670087e-02j,2.785478e-02+8.958744e-03j,-2.622310e-02-3.643421e-03j,2.033157e-01-6.379713e-02j,-2.349406e-01-6.480413e-03j,5.445277e-01-6.015201e-02j,-5.537654e-01+1.049354e-01j
2.122700e+03+0.000000e+00j,-9.058325e-02-2.783393e-03j,-1.746855e-01+1.657416e-02j,2.729279e-02+8.953885e-03j,-2.627258e-02-3.547522e-03j,2.053069e-01-6.195062e-02j,-2.346908e-01-8.646736e-03j,5.499797e-01-6.143158e-02j,-5.569172e-01+1.046267e-01j
2.123400e+03+0.000000e+00j,-9.006427e-02-2.641579e-03j,-1.756757e-01+1.629694e-02j,2.686456e-02+9.121903e-03j,-2.521098e-02-3.229601e-03j,2.046898e-01-6.495894e-02j,-2.338324e-01-1.119087e-02j,5.512649e-01-6.393465e-02j,-5.582317e-01+1.085093e-01j
2.124200e+03+0.000000e+00j,-8.960666e-02-2.722077e-03j,-1.755015e-01+1.544699e-02j,2.616797e-02+9.166456e-03j,-2.463425e-02-3.756370e-03j,2.110811e-01-6.358445e-02j,-2.365115e-01-8.093852e-03j,5.581006e-01-6.726878e-02j,-5.661187e-01+1.116838e-01j
2.125000e+03+0.000000e+00j,-8.971456e-02-2.694010e-03j,-1.757006e-01+1.580451e-02j,2.574091e-02+9.003244e-03j,-2.420742e-02-3.609186e-03j,2.074553e-01-6.334231e-02j,-2.348798e-01-1.062475e-02j,5.597054e-01-6.807476e-02j,-5.654873e-01+1.145359e-01j
2.125800e+03+0.000000e+00j,-8.898898e-02-2.532319e-03j,-1.755404e-01+1.656254e-02j,2.533359e-02+9.274789e-03j,-2.380359e-02-3.591456e-03j,2.092975e-01-6.647349e-02j,-2.371242e-01-7.410503e-03j,5.646484e-01-6.974929e-02j,-5.674480e-01+1.148299e-01j
2.126600e+03+0.000000e+00j,-8.893688e-02-2.499766e-03j,-1.755918e-01+1.622734e-02j,2.445747e-02+9.464825e-03j,-2.339442e-02-3.588208e-03j,2.084125e-01-6.455032e-02j,-2.385857e-01-9.874566e-03j,5.670321e-01-7.219795e-02j,-5.740000e-01+1.217981e-01j
2.127300e+03+0.000000e+00j,-8.850704e-02-2.224893e-03j,-1.756486e-01+1.731535e-02j,2.371991e-02+9.592137e-03j,-2.276232e-02-3.923554e-03j,2.061801e-01-6.241438e-02j,-2.386759e-01-1.079647e-02j,5.729232e-01-7.444837e-02j,-5.786626e-01+1.218379e-01j
2.128100e+03+0.000000e+00j,-8.765455e-02-2.310624e-03j,-1.757541e-01+1.726382e-02j,2.327023e-02+9.230253e-03j,-2.235395e-02-4.215741e-03j,2.077947e-01-6.562110e-02j,-2.413120e-01-9.776464e-03j,5.739000e-01-7.584478e-02j,-5.773582e-01+1.262011e-01j
2.128900e+03+0.000000e+00j,-8.753768e-02-2.689811e-03j,-1.757879e-01+1.605983e-02j,2.271048e-02+9.750149e-03j,-2.216187e-02-4.039482e-03j,2.072955e-01-6.932389e-02j,-2.396880e-01-9.082201e-03j,5.809422e-01-7.705402e-02j,-5.834608e-01+1.242313e-01j
2.129700e+03+0.000000e+00j,-8.712759e-02-2.448913e-03j,-1.756597e-01+1.709978e-02j,2.216088e-02+9.802309e-03j,-2.166623e-02-4.321475e-03j,2.077152e-01-6.649815e-02j,-2.413630e-01-8.133354e-03j,5.863517e-01-7.974789e-02j,-5.880295e-01+1.301477e-01j
2.130500e+03+0.000000e+00j,-8.696934e-02-2.383702e-03j,-1.786392e-01+1.786205e-02j,2.154431e-02+9.665226e-03j,-2.113239e-02-4.149841e-03j,2.097155e-01-6.371245e-02j,-2.422314e-01-9.559642e-03j,5.878321e-01-8.404613e-02j,-5.893432e-01+1.341119e-01j
2.131300e+03+0.000000e+00j,-8.640114e-02-2.383219e-03j,-1.776056e-01+1.794657e-02j,2.131854e-02+9.628376e-03j,-2.052406e-02-4.198054e-03j,2.077073e-01-6.655558e-02j,-2.421811e-01-1.053151e-02j,5.941980e-01-8.766511e-02j,-5.955762e-01+1.383758e-01j
2.132000e+03+0.000000e+00j,-8.627221e-02-2.485148e-03j,-1.770066e-01+1.760521e-02j,2.035544e-02+1.027113e-02j,-2.000033e-02-4.331532e-03j,2.090416e-01-6.569002e-02j,-2.452754e-01-1.139529e-02j,5.994324e-01-9.005965e-02j,-5.969596e-01+1.400156e-01j
2.132800e+03+0.000000e+00j,-8.556206e-02-2.225578e-03j,-1.780674e-01+1.815022e-02j,1.997526e-02+1.025311e-02j,-1.944766e-02-4.475547e-03j,2.102667e-01-6.437328e-02j,-2.439868e-01-1.043938e-02j,6.042319e-01-9.182919e-02j,-6.038509e-01+1.420768e-01j
2.133600e+03+0.000000e+00j,-8.526033e-02-2.396429e-03j,-1.778540e-01+1.747008e-02j,1.935271e-02+9.919910e-03j,-1.911261e-02-4.602647e-03j,2.140674e-01-6.714211e-02j,-2.462292e-01-8.899719e-03j,6.092416e-01-9.333807e-02j,-6.037950e-01+1.447355e-01j
2.134400e+03+0.000000e+00j,-8.484631e-02-2.562645e-03j,-1.789840e-01+1.742338e-02j,1.893820e-02+1.009762e-02j,-1.857611e-02-4.669444e-03j,2.132269e-01-6.928161e-02j,-2.468246e-01-9.568331e-03j,6.137248e-01-9.901043e-02j,-6.085101e-01+1.490140e-01j
2.135200e+03+0.000000e+00j,-8.473123e-02-2.129977e-03j,-1.786136e-01+1.801694e-02j,1.821910e-02+9.916470e-03j,-1.819541e-02-4.776870e-03j,2.096947e-01-6.888733e-02j,-2.437365e-01-1.089750e-02j,6.170896e-01-1.012447e-01j,-6.134530e-01+1.505650e-01j
2.135900e+03+0.000000e+00j,-8.429730e-02-2.619695e-03j,-1.788913e-01+1.744589e-02j,1.781091e-02+1.014187e-02j,-1.779539e-02-4.725012e-03j,2.145813e-01-6.599333e-02j,-2.494043e-01-1.084561e-02j,6.240202e-01-1.032231e-01j,-6.170249e-01+1.551004e-01j
2.136700e+03+0.000000e+00j,-8.390345e-02-2.372947e-03j,-1.797088e-01+1.730399e-02j,1.695693e-02+1.010595e-02j,-1.704908e-02-5.063117e-03j,2.139334e-01-6.888427e-02j,-2.490741e-01-6.913763e-03j,6.292539e-01-1.073196e-01j,-6.230544e-01+1.541904e-01j
2.137500e+03+0.000000e+00j,-8.350571e-02-2.055419e-03j,-1.785755e-01+1.839098e-02j,1.651962e-02+1.029696e-02j,-1.703683e-02-4.657552e-03j,2.158534e-01-6.796308e-02j,-2.521823e-01-7.704867e-03j,6.357349e-01-1.122002e-01j,-6.249402e-01+1.634838e-01j
2.138300e+03+0.000000e+00j,-8.321944e-02-2.062906e-03j,-1.799845e-01+1.777450e-02j,1.603781e-02+1.047208e-02j,-1.591666e-02-5.061295e-03j,2.139829e-01-6.714431e-02j,-2.542296e-01-1.034425e-02j,6.389718e-01-1.165817e-01j,-6.299035e-01+1.674866e-01j
2.139100e+03+0.000000e+00j,-8.290207e-02-2.605303e-03j,-1.792142e-01+1.814071e-02j,1.513407e-02+1.060172e-02j,-1.592323e-02-4.740869e-03j,2.165019e-01-6.682395e-02j,-2.570399e-01-1.063835e-02j,6.457352e-01-1.181768e-01j,-6.309762e-01+1.677719e-01j
2.139800e+03+0.000000e+00j,-8.244623e-02-2.101334e-03j,-1.793200e-01+1.808819e-02j,1.480261e-02+1.067794e-02j,-1.530001e-02-5.418019e-03j,2.151056e-01-7.093536e-02j,-2.567699e-01-7.172231e-03j,6.499369e-01-1.227129e-01j,-6.386477e-01+1.743549e-01j
2.140600e+03+0.000000e+00j,-8.213723e-02-2.523869e-03j,-1.802740e-01+1.748544e-02j,1.421405e-02+1.046343e-02j,-1.517596e-02-5.074860e-03j,2.164810e-01-6.889645e-02j,-2.593276e-01-7.968479e-03j,6.571232e-01-1.261376e-01j,-6.467318e-01+1.771685e-01j
2.141400e+03+0.000000e+00j,-8.206518e-02-2.249286e-03j,-1.817090e-01+1.708057e-02j,1.362494e-02+1.082225e-02j,-1.420705e-02-5.244076e-03j,2.168086e-01-6.954701e-02j,-2.567390e-01-3.988359e-03j,6.623711e-01-1.319701e-01j,-6.466634e-01+1.798219e-01j
2.142200e+03+0.000000e+00j,-8.145133e-02-2.161330e-03j,-1.801444e-01+1.906110e-02j,1.315374e-02+1.089991e-02j,-1.381783e-02-5.409584e-03j,2.180995e-01-6.559483e-02j,-2.591274e-01-1.049823e-02j,6.681275e-01-1.359564e-01j,-6.523294e-01+1.844677e-01j
2.143000e+03+0.000000e+00j,-8.112273e-02-2.025098e-03j,-1.819278e-01+1.742151e-02j,1.259438e-02+1.114570e-02j,-1.312505e-02-5.592892e-03j,2.187880e-01-6.946247e-02j,-2.587556e-01-1.003085e-02j,6.719850e-01-1.398343e-01j,-6.538752e-01+1.870018e-01j
2.143800e+03+0.000000e+00j,-8.029629e-02-2.256904e-03j,-1.820970e-01+1.743772e-02j,1.220133e-02+1.115502e-02j,-1.296801e-02-5.644035e-03j,2.178843e-01-7.060995e-02j,-2.634861e-01-9.845797e-03j,6.813150e-01-1.438240e-01j,-6.620744e-01+1.920998e-01j
2.144500e+03+0.000000e+00j,-8.010714e-02-2.769407e-03j,-1.826856e-01+1.974923e-02j,1.136032e-02+1.187378e-02j,-1.223839e-02-5.811213e-03j,2.211572e-01-7.231521e-02j,-2.632325e-01-6.387294e-03j,6.854227e-01-1.481936e-01j,-6.665683e-01+1.964346e-01j
2.145300e+03+0.000000e+00j,-8.002240e-02-2.319095e-03j,-1.825536e-01+1.957381e-02j,1.116077e-02+1.144646e-02j,-1.182493e-02-5.875091e-03j,2.164276e-01-7.085234e-02j,-2.626980e-01-1.004592e-02j,6.906594e-01-1.548237e-01j,-6.735821e-01+2.022125e-01j
2.146100e+03+0.000000e+00j,-7.952259e-02-1.929603e-03j,-1.839107e-01+1.790298e-02j,9.856564e-03+1.120331e-02j,-1.119721e-02-5.727434e-03j,2.211792e-01-6.838603e-02j,-2.670684e-01-8.999565e-03j,6.992610e-01-1.613729e-01j,-6.805504e-01+2.084548e-01j
2.146900e+03+0.000000e+00j,-7.801354e-02+4.765636e-04j,-1.856440e-01+1.954473e-02j,7.131317e-03+1.200573e-02j,-1.108516e-02-5.996227e-03j,2.233913e-01-7.046072e-02j,-2.691380e-01-5.778621e-03j,7.054542e-01-1.638399e-01j,-6.847963e-01+2.138149e-01j
