# Measured flexural accelerances (m/(s^2N)) at four locations along the axis, measured at two points across the diameter of the beam
# to demonstrate that the response of the system does not follow the fundamental beam theories 
# at larger diameters and/or high frequencies 
# frequency, at 0.3 m (1), at 0.3 m (2), at 0.8 m (1), at 0.8 m (2), at 1.4 m (1), at 1.4 m (2), at 2.0 m (1), at 2.0 m (2)
0.000000e+00+0.000000e+00j,-1.213300e+00+1.485864e-16j,-5.170800e-01+6.332404e-17j,-4.716200e-01+5.775679e-17j,-6.023800e-02+7.377027e-18j,-8.020600e-01+9.822402e-17j,-8.976800e-01+1.099341e-16j,-2.615100e+00+3.202574e-16j,1.374000e+00+0.000000e+00j
2.147700e+03+0.000000e+00j,-7.932253e-02-2.049426e-03j,-1.848257e-01+1.880650e-02j,9.343483e-03+1.123432e-02j,-1.002854e-02-5.975838e-03j,2.215542e-01-7.299759e-02j,-2.690170e-01-5.822997e-03j,7.096995e-01-1.685508e-01j,-6.901948e-01+2.172203e-01j
2.148400e+03+0.000000e+00j,-7.824875e-02-2.281362e-03j,-1.850744e-01+1.883180e-02j,8.194058e-03+1.240385e-02j,-9.563604e-03-6.361264e-03j,2.267378e-01-7.423200e-02j,-2.741868e-01-5.887023e-03j,7.166276e-01-1.753974e-01j,-6.948396e-01+2.194821e-01j
2.149200e+03+0.000000e+00j,-7.823108e-02-2.403842e-03j,-1.860392e-01+1.873316e-02j,7.990150e-03+1.188119e-02j,-9.203146e-03-6.748026e-03j,2.252077e-01-6.923561e-02j,-2.759255e-01-7.948283e-03j,7.223395e-01-1.805414e-01j,-6.999819e-01+2.262229e-01j
2.150000e+03+0.000000e+00j,-7.809958e-02-1.785965e-03j,-1.844743e-01+1.909610e-02j,7.288502e-03+1.192737e-02j,-9.082024e-03-6.218592e-03j,2.256506e-01-7.104346e-02j,-2.752056e-01-8.600606e-03j,7.321323e-01-1.870945e-01j,-7.110552e-01+2.317221e-01j
2.150800e+03+0.000000e+00j,-7.752514e-02-2.151932e-03j,-1.868618e-01+1.884893e-02j,6.582270e-03+1.184497e-02j,-8.895870e-03-6.977760e-03j,2.284165e-01-7.107822e-02j,-2.809846e-01-5.051774e-03j,7.403782e-01-1.940274e-01j,-7.214187e-01+2.383071e-01j
2.151600e+03+0.000000e+00j,-7.713461e-02-1.979426e-03j,-1.866958e-01+1.870053e-02j,6.043969e-03+1.230030e-02j,-7.654205e-03-6.658391e-03j,2.300085e-01-7.168370e-02j,-2.820871e-01-5.465600e-03j,7.458616e-01-2.017657e-01j,-7.214742e-01+2.426627e-01j
2.152300e+03+0.000000e+00j,-7.719159e-02-1.980888e-03j,-1.865279e-01+1.993408e-02j,5.043132e-03+1.259916e-02j,-7.682713e-03-6.873965e-03j,2.278248e-01-7.415668e-02j,-2.816042e-01-5.603750e-03j,7.527752e-01-2.066705e-01j,-7.273494e-01+2.520095e-01j
2.153100e+03+0.000000e+00j,-7.648381e-02-1.842510e-03j,-1.874188e-01+1.920257e-02j,4.593763e-03+1.246869e-02j,-7.060161e-03-7.207083e-03j,2.325814e-01-7.618110e-02j,-2.843377e-01+1.141411e-03j,7.564221e-01-2.144737e-01j,-7.307359e-01+2.563297e-01j
2.153900e+03+0.000000e+00j,-7.623317e-02-2.022865e-03j,-1.876488e-01+2.045146e-02j,4.256622e-03+1.292302e-02j,-6.546067e-03-7.221839e-03j,2.364841e-01-7.439528e-02j,-2.904587e-01-8.618109e-04j,7.659541e-01-2.238355e-01j,-7.407250e-01+2.643431e-01j
2.154700e+03+0.000000e+00j,-7.578469e-02-1.838903e-03j,-1.886495e-01+2.122711e-02j,3.454859e-03+1.285690e-02j,-6.080895e-03-7.424113e-03j,2.345346e-01-7.939926e-02j,-2.862484e-01+9.492392e-04j,7.730762e-01-2.294213e-01j,-7.450355e-01+2.735293e-01j
2.155500e+03+0.000000e+00j,-7.549045e-02-1.673571e-03j,-1.899993e-01+2.094255e-02j,2.792609e-03+1.293600e-02j,-5.142219e-03-7.600740e-03j,2.317383e-01-7.374773e-02j,-2.895796e-01-3.436961e-03j,7.809077e-01-2.365881e-01j,-7.532393e-01+2.799776e-01j
2.156300e+03+0.000000e+00j,-7.520189e-02-2.231940e-03j,-1.883880e-01+2.049876e-02j,2.056391e-03+1.330806e-02j,-4.825113e-03-7.688907e-03j,2.348275e-01-7.465863e-02j,-2.882100e-01-1.006043e-04j,7.877546e-01-2.433989e-01j,-7.609740e-01+2.843652e-01j
2.157000e+03+0.000000e+00j,-7.478005e-02-1.892883e-03j,-1.887375e-01+2.033682e-02j,1.781910e-03+1.329108e-02j,-4.775429e-03-7.789740e-03j,2.371005e-01-7.506698e-02j,-2.933807e-01-5.377085e-03j,7.962116e-01-2.512737e-01j,-7.694882e-01+2.910724e-01j
2.157800e+03+0.000000e+00j,-7.463719e-02-1.719822e-03j,-1.908923e-01+2.087239e-02j,1.081733e-03+1.360506e-02j,-4.193678e-03-7.947293e-03j,2.360980e-01-7.694529e-02j,-2.929998e-01-3.579669e-04j,8.062661e-01-2.590500e-01j,-7.813484e-01+2.975869e-01j
2.158600e+03+0.000000e+00j,-7.423130e-02-1.710469e-03j,-1.901249e-01+2.098998e-02j,2.702015e-04+1.392038e-02j,-3.700190e-03-8.202646e-03j,2.378391e-01-7.815154e-02j,-2.963399e-01+2.586054e-04j,8.120441e-01-2.706192e-01j,-7.840552e-01+3.097964e-01j
2.159400e+03+0.000000e+00j,-7.362395e-02-1.760759e-03j,-1.918862e-01+2.179483e-02j,-2.697595e-04+1.396039e-02j,-2.586188e-03-8.217341e-03j,2.397847e-01-8.555329e-02j,-2.949905e-01+5.406588e-03j,8.217698e-01-2.789373e-01j,-7.930120e-01+3.197538e-01j
2.160200e+03+0.000000e+00j,-7.354706e-02-2.542616e-03j,-1.918333e-01+2.128027e-02j,-1.645632e-03+1.398753e-02j,-2.497066e-03-8.500735e-03j,2.419310e-01-8.033437e-02j,-2.987823e-01+4.067745e-03j,8.296239e-01-2.855167e-01j,-7.996147e-01+3.225784e-01j
2.160900e+03+0.000000e+00j,-7.298452e-02-1.503320e-03j,-1.912038e-01+2.195396e-02j,-2.049450e-03+1.427160e-02j,-1.732912e-03-8.857271e-03j,2.434905e-01-8.260177e-02j,-3.032005e-01+3.439848e-03j,8.374726e-01-2.978154e-01j,-8.090330e-01+3.323036e-01j
2.161700e+03+0.000000e+00j,-7.224981e-02-2.156945e-03j,-1.902798e-01+2.245375e-02j,-2.222927e-03+1.440246e-02j,-1.564543e-03-9.002460e-03j,2.451345e-01-8.035915e-02j,-3.066796e-01-4.817316e-04j,8.470951e-01-3.069117e-01j,-8.164981e-01+3.443986e-01j
2.162500e+03+0.000000e+00j,-7.215955e-02-1.675332e-03j,-1.935233e-01+2.362455e-02j,-2.878374e-03+1.451027e-02j,-7.208795e-04-8.862931e-03j,2.472078e-01-8.678895e-02j,-3.027603e-01+7.769427e-03j,8.552350e-01-3.187389e-01j,-8.248294e-01+3.533519e-01j
2.163300e+03+0.000000e+00j,-7.129253e-02-1.829507e-03j,-1.920537e-01+2.082980e-02j,-3.821129e-03+1.472220e-02j,-3.383787e-04-8.780282e-03j,2.460248e-01-8.362911e-02j,-3.058967e-01+5.713291e-03j,8.678604e-01-3.275909e-01j,-8.369658e-01+3.609741e-01j
2.164100e+03+0.000000e+00j,-7.118466e-02-1.428960e-03j,-1.932468e-01+2.239360e-02j,-4.465199e-03+1.493061e-02j,4.574520e-04-9.534032e-03j,2.489174e-01-8.287135e-02j,-3.086736e-01+1.993355e-03j,8.743746e-01-3.383051e-01j,-8.424130e-01+3.731302e-01j
2.164800e+03+0.000000e+00j,-7.102100e-02-1.921772e-03j,-1.943247e-01+2.341264e-02j,-5.100420e-03+1.499955e-02j,7.947304e-04-9.534034e-03j,2.548852e-01-8.517459e-02j,-3.131996e-01+1.460577e-02j,8.826406e-01-3.485536e-01j,-8.530902e-01+3.842891e-01j
2.165600e+03+0.000000e+00j,-7.057108e-02-2.020536e-03j,-1.929013e-01+2.310453e-02j,-5.766972e-03+1.522968e-02j,8.982919e-04-9.802326e-03j,2.554794e-01-8.821308e-02j,-3.129096e-01+1.120045e-02j,8.946348e-01-3.608022e-01j,-8.631961e-01+3.953843e-01j
2.166400e+03+0.000000e+00j,-7.012056e-02-2.032134e-03j,-1.947287e-01+2.494532e-02j,-6.190431e-03+1.594337e-02j,1.444810e-03-9.764184e-03j,2.567492e-01-8.666017e-02j,-3.137204e-01+1.276485e-02j,9.000772e-01-3.719962e-01j,-8.743653e-01+4.071660e-01j
2.167200e+03+0.000000e+00j,-6.968815e-02-1.861362e-03j,-1.961967e-01+2.457670e-02j,-7.018013e-03+1.566695e-02j,2.594907e-03-9.757862e-03j,2.583082e-01-8.822717e-02j,-3.207591e-01+1.293909e-02j,9.157670e-01-3.871742e-01j,-8.876792e-01+4.216909e-01j
2.168000e+03+0.000000e+00j,-6.973066e-02-1.765070e-03j,-1.978098e-01+2.323731e-02j,-8.020719e-03+1.627157e-02j,3.233830e-03-1.058399e-02j,2.613574e-01-8.901405e-02j,-3.188018e-01+1.709828e-02j,9.210355e-01-3.996369e-01j,-8.917063e-01+4.333741e-01j
2.168800e+03+0.000000e+00j,-6.881905e-02-2.030480e-03j,-1.968356e-01+2.388944e-02j,-8.695369e-03+1.548230e-02j,4.112050e-03-1.018741e-02j,2.606431e-01-9.501061e-02j,-3.164184e-01+1.852163e-02j,9.288219e-01-4.149569e-01j,-8.983010e-01+4.472892e-01j
2.169500e+03+0.000000e+00j,-6.885524e-02-2.091689e-03j,-1.967070e-01+2.460576e-02j,-9.434619e-03+1.639406e-02j,4.836787e-03-1.072477e-02j,2.645319e-01-9.295924e-02j,-3.229062e-01+1.822287e-02j,9.419234e-01-4.291997e-01j,-9.123816e-01+4.584812e-01j
2.170300e+03+0.000000e+00j,-6.773356e-02-1.962958e-03j,-1.986606e-01+2.573099e-02j,-1.055835e-02+1.656052e-02j,5.418732e-03-1.126332e-02j,2.651432e-01-9.147734e-02j,-3.290069e-01+1.908565e-02j,9.526046e-01-4.425886e-01j,-9.220454e-01+4.734602e-01j
2.171100e+03+0.000000e+00j,-6.796312e-02-1.981482e-03j,-1.984216e-01+2.562962e-02j,-1.133709e-02+1.718055e-02j,6.168087e-03-1.129337e-02j,2.643050e-01-9.946157e-02j,-3.254285e-01+2.075936e-02j,9.712583e-01-4.623720e-01j,-9.418903e-01+4.953426e-01j
2.171900e+03+0.000000e+00j,-6.715015e-02-1.934320e-03j,-1.997073e-01+2.462712e-02j,-1.144365e-02+1.719151e-02j,6.137409e-03-1.196470e-02j,2.680361e-01-9.706475e-02j,-3.299492e-01+2.041178e-02j,9.747670e-01-4.753625e-01j,-9.441395e-01+5.068798e-01j
2.172700e+03+0.000000e+00j,-6.716135e-02-2.157565e-03j,-1.988098e-01+2.455167e-02j,-1.206569e-02+1.739262e-02j,7.145098e-03-1.160239e-02j,2.686522e-01-9.794603e-02j,-3.317389e-01+1.930223e-02j,9.818563e-01-4.948318e-01j,-9.495516e-01+5.228840e-01j
2.173400e+03+0.000000e+00j,-6.654672e-02-1.940187e-03j,-1.991670e-01+2.410185e-02j,-1.287657e-02+1.754858e-02j,7.647505e-03-1.180542e-02j,2.710127e-01-1.005949e-01j,-3.299225e-01+2.515447e-02j,9.960297e-01-5.165354e-01j,-9.655184e-01+5.453746e-01j
2.174200e+03+0.000000e+00j,-6.630516e-02-1.886816e-03j,-2.010848e-01+2.647332e-02j,-1.350537e-02+1.780557e-02j,8.170883e-03-1.189983e-02j,2.735782e-01-1.019875e-01j,-3.373953e-01+2.388887e-02j,1.002887e+00-5.384647e-01j,-9.704820e-01+5.650608e-01j
2.175000e+03+0.000000e+00j,-6.608526e-02-2.203821e-03j,-2.008485e-01+2.733428e-02j,-1.492829e-02+1.834308e-02j,9.199217e-03-1.211776e-02j,2.785800e-01-1.017198e-01j,-3.368389e-01+2.787077e-02j,1.013429e+00-5.573909e-01j,-9.828870e-01+5.849886e-01j
2.175800e+03+0.000000e+00j,-6.641730e-02-2.238104e-03j,-2.010895e-01+2.643823e-02j,-1.637132e-02+1.785990e-02j,1.023103e-02-1.278413e-02j,2.804494e-01-1.049115e-01j,-3.393556e-01+1.992370e-02j,1.031098e+00-5.754349e-01j,-1.001582e+00+6.051467e-01j
2.176600e+03+0.000000e+00j,-6.495738e-02-2.461350e-03j,-2.038648e-01+2.749114e-02j,-1.607663e-02+1.836419e-02j,1.046019e-02-1.285749e-02j,2.818515e-01-1.055875e-01j,-3.425166e-01+2.557361e-02j,1.035531e+00-5.943993e-01j,-1.003591e+00+6.227378e-01j
2.177300e+03+0.000000e+00j,-6.453676e-02-2.546938e-03j,-2.027624e-01+2.846030e-02j,-1.702669e-02+1.877124e-02j,1.087758e-02-1.278337e-02j,2.839319e-01-1.081449e-01j,-3.476966e-01+2.809716e-02j,1.050464e+00-6.200306e-01j,-1.019459e+00+6.504683e-01j
2.178100e+03+0.000000e+00j,-6.354042e-02-2.185571e-03j,-2.031570e-01+2.674612e-02j,-1.796550e-02+1.915140e-02j,1.178614e-02-1.301153e-02j,2.827898e-01-1.065021e-01j,-3.449738e-01+2.315504e-02j,1.056022e+00-6.508894e-01j,-1.025218e+00+6.801221e-01j
2.178900e+03+0.000000e+00j,-6.350872e-02-2.262166e-03j,-2.044804e-01+2.801034e-02j,-1.783857e-02+1.979784e-02j,1.199484e-02-1.393840e-02j,2.847957e-01-1.105793e-01j,-3.461021e-01+2.894134e-02j,1.075223e+00-6.707787e-01j,-1.043985e+00+7.010001e-01j
2.179700e+03+0.000000e+00j,-6.300365e-02-2.255186e-03j,-2.039366e-01+2.971478e-02j,-1.999933e-02+1.948929e-02j,1.310537e-02-1.346666e-02j,2.863804e-01-1.113327e-01j,-3.521209e-01+2.758884e-02j,1.081126e+00-7.024673e-01j,-1.048828e+00+7.305848e-01j
2.180500e+03+0.000000e+00j,-6.261574e-02-2.558694e-03j,-2.047958e-01+3.005902e-02j,-2.043236e-02+2.069075e-02j,1.381783e-02-1.437190e-02j,2.920633e-01-1.165510e-01j,-3.576986e-01+3.702765e-02j,1.085986e+00-7.229216e-01j,-1.053777e+00+7.508199e-01j
2.181300e+03+0.000000e+00j,-6.216315e-02-2.388067e-03j,-2.061596e-01+2.864369e-02j,-2.187656e-02+2.078913e-02j,1.477937e-02-1.456478e-02j,2.929720e-01-1.174296e-01j,-3.554748e-01+3.141262e-02j,1.104071e+00-7.574174e-01j,-1.071499e+00+7.853679e-01j
2.182000e+03+0.000000e+00j,-6.168103e-02-2.628339e-03j,-2.055176e-01+2.954231e-02j,-2.233491e-02+2.070408e-02j,1.501759e-02-1.451397e-02j,2.945487e-01-1.190293e-01j,-3.634019e-01+3.179354e-02j,1.105862e+00-7.926543e-01j,-1.073032e+00+8.192085e-01j
2.182800e+03+0.000000e+00j,-6.127845e-02-2.439772e-03j,-2.057666e-01+3.005479e-02j,-2.255515e-02+2.132189e-02j,1.548441e-02-1.535791e-02j,2.988925e-01-1.211976e-01j,-3.611651e-01+3.344070e-02j,1.113604e+00-8.273371e-01j,-1.082247e+00+8.504220e-01j
2.183600e+03+0.000000e+00j,-6.050365e-02-2.747455e-03j,-2.087973e-01+3.019976e-02j,-2.344147e-02+2.163874e-02j,1.631278e-02-1.521351e-02j,2.992206e-01-1.245045e-01j,-3.634207e-01+3.518549e-02j,1.123985e+00-8.551314e-01j,-1.091097e+00+8.804042e-01j
2.184400e+03+0.000000e+00j,-6.069237e-02-3.010826e-03j,-2.075963e-01+2.847407e-02j,-2.469866e-02+2.226220e-02j,1.781878e-02-1.585588e-02j,3.023147e-01-1.291602e-01j,-3.715862e-01+4.135175e-02j,1.128956e+00-8.811175e-01j,-1.098497e+00+9.103718e-01j
2.185200e+03+0.000000e+00j,-5.968234e-02-2.459693e-03j,-2.092930e-01+3.068179e-02j,-2.588055e-02+2.304253e-02j,1.870850e-02-1.626305e-02j,3.062636e-01-1.305820e-01j,-3.742736e-01+3.630218e-02j,1.138472e+00-9.245518e-01j,-1.106023e+00+9.499876e-01j
2.185900e+03+0.000000e+00j,-5.892944e-02-2.737811e-03j,-2.087099e-01+3.167620e-02j,-2.610648e-02+2.244719e-02j,1.872930e-02-1.582076e-02j,3.060057e-01-1.314135e-01j,-3.725919e-01+3.883227e-02j,1.142224e+00-9.704256e-01j,-1.107559e+00+9.965511e-01j
2.186700e+03+0.000000e+00j,-5.866126e-02-2.981916e-03j,-2.075055e-01+3.227190e-02j,-2.730310e-02+2.302394e-02j,1.900837e-02-1.645454e-02j,3.077723e-01-1.320894e-01j,-3.828484e-01+4.348469e-02j,1.145000e+00-1.006970e+00j,-1.112293e+00+1.033607e+00j
2.187500e+03+0.000000e+00j,-5.772470e-02-3.318277e-03j,-2.107515e-01+3.134663e-02j,-2.835776e-02+2.354307e-02j,2.070908e-02-1.701729e-02j,3.148942e-01-1.353739e-01j,-3.889654e-01+4.569293e-02j,1.151740e+00-1.043419e+00j,-1.119609e+00+1.074793e+00j
2.188300e+03+0.000000e+00j,-5.762426e-02-3.070387e-03j,-2.107768e-01+3.165126e-02j,-2.896654e-02+2.400582e-02j,2.161802e-02-1.790178e-02j,3.154006e-01-1.375264e-01j,-3.810383e-01+4.503142e-02j,1.146817e+00-1.098721e+00j,-1.116315e+00+1.126886e+00j
2.189100e+03+0.000000e+00j,-5.695512e-02-3.523437e-03j,-2.082368e-01+3.309324e-02j,-3.108393e-02+2.379986e-02j,2.255043e-02-1.773843e-02j,3.154009e-01-1.427471e-01j,-3.865569e-01+4.705237e-02j,1.149241e+00-1.143758e+00j,-1.112850e+00+1.170242e+00j
2.189800e+03+0.000000e+00j,-5.652624e-02-3.308778e-03j,-2.130649e-01+3.176673e-02j,-3.157648e-02+2.486609e-02j,2.354546e-02-1.917722e-02j,3.172972e-01-1.436987e-01j,-3.918705e-01+4.874059e-02j,1.139510e+00-1.188478e+00j,-1.106872e+00+1.217717e+00j
2.190600e+03+0.000000e+00j,-5.568009e-02-3.834942e-03j,-2.125246e-01+3.495461e-02j,-3.244918e-02+2.510673e-02j,2.451287e-02-1.876863e-02j,3.265301e-01-1.459409e-01j,-3.981856e-01+4.973780e-02j,1.130209e+00-1.237173e+00j,-1.098070e+00+1.262739e+00j
2.191400e+03+0.000000e+00j,-5.520380e-02-3.260373e-03j,-2.133130e-01+3.409085e-02j,-3.373667e-02+2.577497e-02j,2.549931e-02-1.922907e-02j,3.254991e-01-1.500985e-01j,-4.056023e-01+5.556060e-02j,1.131332e+00-1.291446e+00j,-1.095395e+00+1.321286e+00j
2.192200e+03+0.000000e+00j,-5.530052e-02-4.332823e-03j,-2.154158e-01+3.096514e-02j,-3.475056e-02+2.649201e-02j,2.633184e-02-1.998333e-02j,3.292044e-01-1.509927e-01j,-4.044574e-01+5.202746e-02j,1.120646e+00-1.354387e+00j,-1.085647e+00+1.382091e+00j
2.193000e+03+0.000000e+00j,-5.434193e-02-3.876212e-03j,-2.162140e-01+3.463187e-02j,-3.515208e-02+2.665288e-02j,2.640873e-02-2.019757e-02j,3.282945e-01-1.520829e-01j,-4.085239e-01+5.255055e-02j,1.113791e+00-1.398974e+00j,-1.078745e+00+1.428429e+00j
2.193800e+03+0.000000e+00j,-5.368211e-02-4.422905e-03j,-2.142351e-01+3.496717e-02j,-3.595117e-02+2.720939e-02j,2.735266e-02-2.054144e-02j,3.316484e-01-1.611328e-01j,-4.152462e-01+6.139229e-02j,1.088889e+00-1.472033e+00j,-1.052266e+00+1.501119e+00j
2.194500e+03+0.000000e+00j,-5.333194e-02-3.963248e-03j,-2.169894e-01+3.705170e-02j,-3.730571e-02+2.805067e-02j,2.876925e-02-2.167918e-02j,3.337683e-01-1.666508e-01j,-4.126200e-01+6.358201e-02j,1.070106e+00-1.518771e+00j,-1.030611e+00+1.548848e+00j
2.195300e+03+0.000000e+00j,-5.243251e-02-4.531928e-03j,-2.156483e-01+3.670651e-02j,-3.877213e-02+2.788113e-02j,2.980859e-02-2.149784e-02j,3.387331e-01-1.669712e-01j,-4.183208e-01+6.005739e-02j,1.032709e+00-1.576222e+00j,-9.966618e-01+1.604323e+00j
2.196100e+03+0.000000e+00j,-5.192352e-02-4.844222e-03j,-2.157937e-01+3.626638e-02j,-3.948013e-02+2.891625e-02j,3.095768e-02-2.220196e-02j,3.425837e-01-1.705074e-01j,-4.314921e-01+6.903660e-02j,1.003936e+00-1.639431e+00j,-9.652564e-01+1.668509e+00j
2.196900e+03+0.000000e+00j,-4.745710e-02+9.692255e-04j,-2.164631e-01+3.540840e-02j,-4.831525e-02+2.926076e-02j,3.237092e-02-2.260075e-02j,3.386120e-01-1.786507e-01j,-4.304682e-01+6.764045e-02j,9.619236e-01-1.695082e+00j,-9.295448e-01+1.726352e+00j
2.197700e+03+0.000000e+00j,-5.004076e-02-4.774307e-03j,-2.188262e-01+3.740464e-02j,-4.265438e-02+3.027929e-02j,3.305036e-02-2.304253e-02j,3.473545e-01-1.815539e-01j,-4.327901e-01+6.908934e-02j,9.486622e-01-1.757739e+00j,-9.074075e-01+1.789372e+00j
2.198400e+03+0.000000e+00j,-4.993560e-02-5.037054e-03j,-2.191064e-01+3.922610e-02j,-4.341453e-02+3.061424e-02j,3.424082e-02-2.377230e-02j,3.483040e-01-1.838963e-01j,-4.346485e-01+7.063127e-02j,8.987522e-01-1.814180e+00j,-8.584872e-01+1.844392e+00j
2.199200e+03+0.000000e+00j,-4.946778e-02-5.548701e-03j,-2.213773e-01+3.959278e-02j,-4.438148e-02+3.177402e-02j,3.520791e-02-2.524451e-02j,3.545786e-01-1.876684e-01j,-4.474353e-01+7.953923e-02j,8.503434e-01-1.862462e+00j,-8.051680e-01+1.891348e+00j
2.200000e+03+0.000000e+00j,-4.844433e-02-5.459588e-03j,-2.225336e-01+4.000002e-02j,-4.500467e-02+3.229152e-02j,3.566661e-02-2.590760e-02j,3.556587e-01-1.884706e-01j,-4.480404e-01+8.126120e-02j,7.998876e-01-1.925679e+00j,-7.573058e-01+1.957516e+00j
2.200800e+03+0.000000e+00j,-4.861663e-02-5.771367e-03j,-2.231358e-01+3.854224e-02j,-4.761941e-02+3.255688e-02j,3.748388e-02-2.549410e-02j,3.556717e-01-1.935402e-01j,-4.565193e-01+8.353991e-02j,7.312570e-01-1.993832e+00j,-6.876537e-01+2.022283e+00j
2.201600e+03+0.000000e+00j,-4.717780e-02-5.725852e-03j,-2.241406e-01+4.004662e-02j,-4.854148e-02+3.343653e-02j,3.829461e-02-2.666206e-02j,3.607697e-01-2.010741e-01j,-4.590859e-01+8.550101e-02j,6.649305e-01-2.031236e+00j,-6.156235e-01+2.061126e+00j
2.202300e+03+0.000000e+00j,-4.707547e-02-6.130746e-03j,-2.241059e-01+4.096943e-02j,-4.960097e-02+3.449926e-02j,3.984134e-02-2.777097e-02j,3.630786e-01-2.054785e-01j,-4.685749e-01+9.142127e-02j,5.876444e-01-2.076968e+00j,-5.387352e-01+2.104333e+00j
2.203100e+03+0.000000e+00j,-4.612823e-02-6.450064e-03j,-2.261500e-01+3.999846e-02j,-5.112654e-02+3.475860e-02j,4.081925e-02-2.820876e-02j,3.656103e-01-2.077040e-01j,-4.707483e-01+9.705895e-02j,5.195168e-01-2.111117e+00j,-4.720005e-01+2.139658e+00j
2.203900e+03+0.000000e+00j,-4.587396e-02-6.569680e-03j,-2.270563e-01+3.779253e-02j,-5.210256e-02+3.579571e-02j,4.192747e-02-2.916749e-02j,3.706745e-01-2.121670e-01j,-4.797452e-01+9.525317e-02j,4.528694e-01-2.149205e+00j,-4.015877e-01+2.177376e+00j
2.204700e+03+0.000000e+00j,-4.469787e-02-6.871675e-03j,-2.248773e-01+4.058339e-02j,-5.330904e-02+3.606580e-02j,4.315410e-02-2.936054e-02j,3.701817e-01-2.180537e-01j,-4.818784e-01+1.066534e-01j,3.615484e-01-2.162383e+00j,-3.120898e-01+2.189570e+00j
2.205500e+03+0.000000e+00j,-4.414347e-02-7.299989e-03j,-2.279746e-01+4.340601e-02j,-5.539008e-02+3.741737e-02j,4.477056e-02-3.094284e-02j,3.745880e-01-2.265727e-01j,-4.945658e-01+1.062966e-01j,2.635313e-01-2.211353e+00j,-2.095295e-01+2.237009e+00j
2.206300e+03+0.000000e+00j,-4.366568e-02-7.228807e-03j,-2.284505e-01+4.357927e-02j,-5.661926e-02+3.798922e-02j,4.603763e-02-3.200771e-02j,3.743038e-01-2.330199e-01j,-5.040308e-01+1.131261e-01j,1.827643e-01-2.226812e+00j,-1.268878e-01+2.250526e+00j
2.207000e+03+0.000000e+00j,-4.297130e-02-8.228309e-03j,-2.304526e-01+4.283668e-02j,-5.870330e-02+3.892858e-02j,4.788550e-02-3.223234e-02j,3.819556e-01-2.385519e-01j,-5.017497e-01+1.147317e-01j,9.651384e-02-2.238320e+00j,-4.163731e-02+2.261017e+00j
2.207800e+03+0.000000e+00j,-4.156159e-02-7.755519e-03j,-2.309989e-01+4.414897e-02j,-5.990706e-02+4.031661e-02j,4.816733e-02-3.348340e-02j,3.829135e-01-2.406018e-01j,-5.147891e-01+1.201741e-01j,-2.088248e-03-2.215699e+00j,6.040582e-02+2.239586e+00j
2.208600e+03+0.000000e+00j,-4.131161e-02-9.150999e-03j,-2.327046e-01+4.363355e-02j,-6.083706e-02+4.094249e-02j,4.955600e-02-3.336809e-02j,3.883064e-01-2.477121e-01j,-5.191779e-01+1.208165e-01j,-8.785754e-02-2.223265e+00j,1.470392e-01+2.242785e+00j
2.209400e+03+0.000000e+00j,-3.995491e-02-9.099536e-03j,-2.320431e-01+4.590369e-02j,-6.329845e-02+4.211911e-02j,5.170128e-02-3.581035e-02j,3.920498e-01-2.508613e-01j,-5.185129e-01+1.290876e-01j,-1.754810e-01-2.220778e+00j,2.318672e-01+2.243349e+00j
2.210200e+03+0.000000e+00j,-3.963737e-02-9.611262e-03j,-2.356875e-01+4.700947e-02j,-6.520850e-02+4.334083e-02j,5.352839e-02-3.632325e-02j,3.944320e-01-2.580403e-01j,-5.301764e-01+1.369155e-01j,-2.625378e-01-2.188710e+00j,3.234877e-01+2.205301e+00j
2.210900e+03+0.000000e+00j,-3.848793e-02-9.681784e-03j,-2.369270e-01+4.562495e-02j,-6.645782e-02+4.428835e-02j,5.442280e-02-3.743733e-02j,3.970810e-01-2.691980e-01j,-5.368400e-01+1.423406e-01j,-3.470379e-01-2.170025e+00j,4.098801e-01+2.187430e+00j
2.211700e+03+0.000000e+00j,-3.787824e-02-1.042629e-02j,-2.356366e-01+4.644365e-02j,-6.806937e-02+4.553407e-02j,5.627824e-02-3.865004e-02j,3.998669e-01-2.709338e-01j,-5.479649e-01+1.444717e-01j,-4.252941e-01-2.140050e+00j,4.885158e-01+2.155434e+00j
2.212500e+03+0.000000e+00j,-3.684259e-02-1.088530e-02j,-2.356935e-01+4.966840e-02j,-7.018372e-02+4.626006e-02j,5.777272e-02-3.979820e-02j,4.030620e-01-2.775143e-01j,-5.530477e-01+1.560798e-01j,-4.953452e-01-2.097092e+00j,5.587335e-01+2.113079e+00j
2.213300e+03+0.000000e+00j,-3.607185e-02-1.133881e-02j,-2.398203e-01+4.962075e-02j,-7.107401e-02+4.772375e-02j,5.871798e-02-4.127075e-02j,4.054458e-01-2.881673e-01j,-5.583859e-01+1.589550e-01j,-5.886288e-01-2.066397e+00j,6.509430e-01+2.081489e+00j
2.214100e+03+0.000000e+00j,-3.526986e-02-1.158250e-02j,-2.407185e-01+4.932484e-02j,-7.299449e-02+4.970018e-02j,6.109783e-02-4.258440e-02j,4.091993e-01-2.942995e-01j,-5.676479e-01+1.660994e-01j,-6.305710e-01-2.020803e+00j,6.937555e-01+2.036262e+00j
